1HaKE9KuEZQhW3ut8uC3MLcdWKt1xF6SJG,0.,1,388050
1LErfDoKf2rr3jxPAek2tr4q8NMNm1sw5H,0.,1,388050
1MnYj9UcC1rnN9eigPbXK8tZ1NzWrs2EdR,0.,1,388050
1vqFyjQPq9Qysr7rXM3fXhqQXkryuPYRv,0.,1,388050
16ufaw5Za22QmRNxiWmwG5Jq5iHmVonzsT,0.,1,388049
16uvKq4YioBdWJZXK8qGKNsYgenAnrSyha,0.,1,388049
17xDKgkTUi4wx47yBbdPp7C8JupfEGVKX7,0.,1,388049
1BNKX7RYZCo3tfrpk5DX4UDcTf5CoTExms,0.,1,388049
1CyxGzx7bPxmecV7Wrm3gRAKXZzgVjkhnL,0.,1,388049
1DcSdPWQQPk6TrDVAM1JaCTqPW1CL3eCXV,0.,1,388049
1FjAexre2gwfvM6AFHk1uxeSDgUkUd47ka,0.,1,388049
1JrvwrxhLNotFm1hnmxsAQtTqnzkPJwkm9,0.,1,388049
1MfnGuQxRGn4EUz9U4Eu6fhy2AL4TyVL2A,0.,1,388049
1NXeJFkL2aQ6b3g8iFhnodTYvY6AMjB3Da,0.,1,388049
1NopBDj7MdFCZGJreC1FpKtXphHSxuy9tR,0.,1,388049
1ci8q4KufzwqRYW1xNGRuZtf1mqd3Fnmp,0.,1,388049
1ubUuVTek1bYqTZDFpGSxgQDyLpyirGc6,0.,1,388049
11FXqxxwev55Bt6AAvG3fmZ5aJAyuGadD,0.,1,388047
1319jCsnw7zCiLkXvpBcQkhpbCMgKHKGDv,0.,1,388047
15nqXBGFtbtrpAA9TMqoSgw8X6mULFUNad,0.,1,388047
187k5H8kkQpXihZ5xDsmsgPTDF3cCUHnoF,0.,1,388047
18XozvBwtXHP9EebMEmtnhPqPKC1J9f3C6,0.,1,388047
1ARgWDmujtShSoUZGBFqGAjmLRnv2JFUvn,0.,1,388047
1C83CXkq2uKFJ1ywgCFo8XhhF5TMz79w2n,0.,1,388047
1DNFQscPRDDhCgQNbtuzdLwfgtfx6PcwQA,0.,1,388047
1G2huY7ndfmPxm3Es7Bts1gqAY4n9vwxaT,0.,1,388047
1HDNogb6UKviYAFQGuUF68rPFj6du36b2H,0.,1,388047
1K8PUCiw48NMtXJcuyobHDpd7dLjkkwPhB,0.,1,388047
1LVm8w2FidSw6s8uJiGWjWfcwaG3VnAyU6,0.,1,388047
1Mxdty3Ei5q5ztMdgHucCBeppC8bHKDy8j,0.,1,388047
1NkCguRbLdVWnVJY7J2mritzChD945XgGd,0.,1,388047
1PUZ8fVpCwGE2JY1KeWngtGqJ2r42k93oj,0.,1,388047
1Pi4R33p6ibp4gVhBuD3pKHf4Nybnrfc8G,0.,1,388047
14DCKfu2Xjf9YVKpyHbCmVYHmJzD2JpJWn,0.,1,388043
14ySNYEovv6Wa1wetiuT3HR72oGChDu5PL,0.,1,388043
155F4wi9gLLKzLm3GE9rfndSisNiRzf9Tg,0.,1,388043
15Yp5iNrowakxUQpq76MfKtwXbr9i2KLKV,0.,1,388043
16GuETchgoMipgmYtbdevJCUp7k6n6ayMt,0.,1,388043
18qyQBySoCvQGFWLazppqXooPFGBrXskD2,0.,1,388043
198MQSw51mh2hF19jGqvjBKvVbqxkqZxvA,0.,1,388043
1BEgK9ZM1uYfqCSnCSprcr1qCzmLEYpt8L,0.,1,388043
1LCibGmnGeY3yxSNrEnKEjDuiCsK2fcvzm,0.,1,388043
1QvLBDGnmvRJiofK33h732qEqYAUAg1nn,0.,1,388043
12oRdAsj6ZQLQHFSVa2LnuJX8iTECVTy5n,0.,1,388042
12sokd2qUu9BqAgke1VQVabRtGUi173aAG,0.,1,388042
13ZBeXBNtcrEA8zvGrFEhzN7qB8xNsHSPH,0.,1,388042
14u18bv1yibru1sKKvpvYChtcfJkuMGV4V,0.,1,388042
15BXdcDp2tvrXxnUrkvhCUJYNUqxRRRzWA,0.,1,388042
19n7XCd7u9f8wnvrYncTSTGMakb7SNpKzS,0.,1,388042
1BFVvBEY9ELb2W49JDZ1Ekwy4pRLmbc81R,0.,1,388042
1BMZFnKyw5fnRgajqxe5rJbm9Q8DXTLMV9,0.,1,388042
1BkDa9Ajfj8dg5GBvX57i4d5CraCP7GgF2,0.,1,388042
1C3w6YzYznKGMTTCRJXf42WFLi86fSXxEn,0.,1,388042
1C8aFWapQpww8C9a6KYkjo6hCZ4M3fhNJw,0.,1,388042
